"","RiskPerformance","ExternalRiskEstimate","MSinceOldestTradeOpen","MSinceMostRecentTradeOpen","AverageMInFile","NumSatisfactoryTrades","NumTrades60Ever2DerogPubRec","NumTrades90Ever2DerogPubRec","PercentTradesNeverDelq","MSinceMostRecentDelq","MaxDelq2PublicRecLast12M","MaxDelqEver","NumTotalTrades","NumTradesOpeninLast12M","PercentInstallTrades","MSinceMostRecentInqexcl7days","NumInqLast6M","NumInqLast6Mexcl7days","NetFractionRevolvingBurden","NetFractionInstallBurden","NumRevolvingTradesWBalance","NumInstallTradesWBalance","NumBank2NatlTradesWHighUtilization","PercentTradesWBalance"
"8405","Bad",61,192,6,58,22,0,0,70,3,"4","6",23,4,57,6,0,0,41,68,2,4,0,60
"8406","Good",82,139,9,59,17,0,0,100,83,"7","8",17,1,35,-8,0,0,0,-8,1,1,-8,50
"8407","Good",77,100,5,38,15,0,0,93,34,"6","6",15,1,27,0,6,6,10,-8,3,1,0,57
"8408","Good",77,345,5,108,23,0,0,91,54,"6","6",28,2,22,0,1,1,35,-8,3,1,1,36
"8409","Good",74,121,5,66,21,0,0,95,32,"6","6",21,1,48,9,0,0,58,90,2,4,1,86
"8410","Bad",71,83,2,33,23,0,0,96,-8,"6","6",26,5,23,0,11,11,23,92,4,3,0,47
"8411","Bad",66,322,17,102,28,0,0,100,83,"7","8",28,0,43,0,1,1,67,72,6,6,3,71
"8412","Good",82,184,3,77,28,0,0,100,83,"7","8",29,2,31,0,1,1,6,92,4,2,0,88
"8413","Good",68,158,2,70,42,0,0,98,54,"6","6",45,3,51,2,3,3,59,63,3,3,2,60
"8414","Good",71,158,6,75,28,0,0,100,83,"7","8",28,1,29,-8,0,0,57,-8,7,1,3,89
"8415","Bad",64,283,18,94,30,2,0,88,3,"3","5",33,0,33,0,2,1,31,86,10,2,1,75
"8416","Good",87,185,3,80,22,0,0,100,83,"7","8",25,2,40,3,1,1,17,27,2,2,0,50
"8417","Good",80,282,2,103,28,0,0,97,3,"4","6",37,1,26,0,3,3,0,-8,1,-8,0,14
"8418","Bad",76,194,1,67,12,0,0,100,83,"7","8",13,5,23,0,1,1,59,90,7,2,1,90
"8419","Bad",64,-8,10,43,14,0,0,93,38,"6","6",0,2,53,0,2,2,81,92,4,2,1,86
"8420","Bad",64,201,2,42,20,1,1,90,6,"4","6",39,1,14,1,4,4,19,-8,7,2,2,56
"8421","Good",75,463,3,86,43,0,0,98,50,"6","6",46,5,14,24,2,2,15,28,5,3,2,33
"8422","Good",54,151,4,66,28,2,2,94,2,"1","2",31,2,29,0,0,0,39,36,8,2,2,100
"8423","Bad",61,6,3,5,2,1,1,100,83,"6","8",2,2,50,0,3,3,101,-8,1,1,1,100
"8424","Bad",55,258,8,51,28,0,0,93,4,"4","6",22,2,38,24,1,1,55,99,9,3,5,71
"8425","Good",89,521,15,244,27,0,0,100,83,"7","8",30,0,19,-8,0,0,3,-8,3,1,0,33
"8426","Bad",85,157,18,62,12,0,0,100,83,"7","8",12,0,8,24,0,0,13,57,8,1,0,90
"8427","Good",80,342,8,164,22,0,0,100,83,"7","8",22,1,36,0,1,1,40,90,4,2,1,58
"8428","Bad",68,207,2,86,30,0,0,94,2,"4","6",57,3,16,24,2,2,19,51,3,2,0,36
"8429","Good",79,142,2,70,30,0,0,100,83,"7","8",32,2,39,2,1,1,6,84,2,10,0,60
"8430","Bad",68,190,3,64,13,1,0,71,34,"6","5",14,2,29,24,2,2,37,44,8,2,0,91
"8431","Good",81,194,11,91,17,0,0,100,83,"7","8",17,1,41,3,2,2,79,50,1,1,1,100
"8432","Bad",71,133,2,69,16,1,1,94,48,"6","2",19,3,72,0,2,2,13,41,2,2,1,80
"8433","Good",62,172,7,70,37,2,1,90,7,"4","5",60,2,63,24,0,0,44,53,6,3,1,71
"8434","Good",59,277,1,137,22,3,1,60,10,"4","5",12,6,20,0,5,5,43,87,17,2,2,95
"8435","Good",88,171,17,91,15,0,0,100,83,"7","8",16,0,50,17,0,0,0,-8,0,1,0,25
"8436","Good",75,255,3,102,30,0,0,97,22,"6","6",39,2,23,-8,0,0,31,72,9,6,2,57
"8437","Good",78,177,8,53,16,0,0,100,83,"7","8",16,2,38,0,1,1,4,41,2,2,0,57
"8438","Bad",57,156,13,90,39,4,3,91,3,"3","5",45,0,16,15,0,0,81,-8,7,-8,1,88
"8439","Bad",63,198,2,54,19,0,0,90,1,"4","6",20,4,60,0,0,0,72,68,3,4,2,88
"8440","Bad",73,153,0,75,17,0,0,100,83,"7","8",18,4,33,0,2,2,87,95,2,2,1,57
"8441","Bad",73,110,16,28,2,1,0,67,9,"4","5",12,0,67,17,0,0,2,-8,1,1,0,100
"8442","Good",89,190,5,55,14,0,0,100,83,"7","8",15,1,47,5,1,1,0,-8,0,3,0,30
"8443","Good",73,311,4,108,19,0,0,95,11,"4","6",19,2,42,0,3,3,23,-8,4,3,1,54
"8444","Bad",66,344,4,102,16,1,1,79,45,"6","3",19,3,26,4,1,1,54,45,4,2,1,70
"8445","Bad",74,195,2,97,15,1,1,82,28,"6","2",14,2,24,24,0,0,18,7,5,2,0,70
"8446","Bad",71,282,1,73,22,0,0,96,-8,"6","6",25,5,4,0,2,2,37,39,11,1,1,80
"8447","Good",87,269,3,113,25,0,0,100,83,"7","8",57,3,27,2,1,1,9,-8,4,1,0,33
"8448","Good",66,261,6,108,23,1,0,79,2,"4","5",33,2,48,11,0,0,24,30,3,3,0,46
"8449","Good",73,356,8,165,7,1,1,86,59,"6","6",7,1,29,-8,0,0,27,77,2,1,0,75
"8450","Bad",61,39,23,26,4,2,1,60,12,"5","5",6,0,60,0,0,0,28,-8,1,1,0,67
"8451","Good",86,363,2,180,26,0,0,97,83,"5","7",29,1,28,0,0,0,3,52,3,1,1,45
"8452","Good",63,260,8,91,28,1,1,80,3,"4","3",31,1,27,12,0,0,28,89,7,2,0,53
"8453","Good",87,169,8,61,19,0,0,100,83,"7","8",19,1,26,0,0,0,1,-8,2,1,0,30
"8454","Bad",70,288,8,69,30,0,0,100,83,"7","8",30,2,20,0,1,1,31,94,5,2,2,39
"8455","Bad",62,116,2,46,18,0,0,95,13,"6","6",22,2,23,0,1,1,62,73,4,2,2,70
"8456","Good",86,215,5,80,38,0,0,100,83,"7","8",39,2,16,12,0,0,2,-8,1,2,0,21
"8457","Bad",75,169,2,51,10,0,0,100,83,"7","8",13,3,77,0,2,2,19,78,1,4,0,100
"8458","Good",66,256,9,76,32,0,0,97,16,"6","6",33,1,30,0,0,0,34,60,6,3,3,45
"8459","Good",66,128,7,63,48,1,0,93,23,"6","5",55,6,40,1,2,1,39,77,7,2,1,77
"8460","Good",81,165,12,95,17,0,0,100,83,"7","8",18,0,50,0,0,0,21,29,2,2,1,80
"8461","Bad",56,146,3,41,37,0,0,100,83,"7","8",41,4,24,4,1,1,75,75,15,2,5,90
"8462","Bad",59,45,11,31,10,2,1,73,11,"3","4",15,1,20,0,0,0,14,-8,6,1,0,88
"8463","Bad",67,262,26,128,6,0,0,50,1,"4","6",6,0,33,0,0,0,47,-8,1,1,0,67
"8464","Good",90,291,12,99,17,0,0,100,83,"7","8",19,0,41,-8,0,0,0,-8,1,1,0,50
"8465","Bad",59,139,6,56,15,0,0,93,3,"4","6",15,1,53,0,1,1,80,46,5,2,2,100
"8466","Good",72,224,2,66,31,0,0,100,83,"7","8",33,3,24,0,0,0,28,69,9,2,0,61
"8467","Bad",58,20,4,11,4,2,2,88,23,"6","4",8,4,88,2,1,1,-8,103,-8,4,-8,100
"8468","Bad",54,161,25,70,14,1,0,80,9,"4","5",15,0,60,24,0,0,97,45,4,3,3,100
"8469","Bad",61,189,35,107,8,4,4,70,12,"6","6",10,0,40,0,2,2,0,-8,0,1,-8,50
"8470","Good",71,131,3,61,35,0,0,100,83,"7","8",37,5,50,24,5,5,43,94,6,2,1,89
"8471","Good",81,198,3,92,20,0,0,100,83,"7","8",20,1,30,0,2,2,34,76,2,4,0,60
"8472","Good",77,414,9,109,15,1,1,94,30,"6","2",16,1,19,4,1,1,9,-8,2,-8,0,29
"8473","Good",87,408,6,124,24,0,0,100,83,"7","8",24,1,17,-8,0,0,0,94,1,2,0,33
"8474","Good",72,156,2,53,16,2,0,89,50,"6","5",24,1,37,24,0,0,29,50,2,2,1,44
"8475","Good",66,169,2,123,32,2,1,81,13,"5","2",4,2,42,24,2,2,41,-8,7,3,2,85
"8476","Bad",71,196,6,65,19,0,0,95,3,"4","6",20,2,47,6,0,0,44,93,3,4,0,78
"8477","Good",86,219,3,97,12,0,0,92,64,"6","6",12,1,25,0,2,2,0,43,0,1,0,25
"8478","Bad",62,154,6,84,11,1,0,92,1,"3","5",12,1,25,0,2,2,5,93,1,2,0,75
"8479","Bad",68,350,14,88,10,4,3,92,79,"0","5",13,0,42,0,3,3,29,-8,4,1,0,83
"8480","Bad",63,315,3,96,45,1,1,98,6,"4","6",48,2,46,0,2,2,41,67,9,3,2,80
"8481","Bad",59,76,5,38,23,0,0,88,10,"4","6",24,3,38,0,0,0,69,95,4,6,2,83
"8482","Good",84,283,24,110,13,0,0,100,83,"7","8",13,0,15,0,1,1,28,-8,2,1,0,80
"8483","Bad",71,381,3,86,38,0,0,100,83,"7","8",39,3,18,0,3,2,35,53,8,3,3,65
"8484","Good",73,165,3,62,22,2,2,96,3,"0","2",23,5,39,2,1,1,10,55,4,5,0,69
"8485","Good",72,199,15,83,20,0,0,80,37,"6","6",20,0,45,14,0,0,54,90,1,2,1,75
"8486","Bad",73,251,3,105,33,0,0,85,26,"6","6",33,3,24,24,0,0,22,-8,7,1,0,53
"8487","Good",88,207,14,71,17,0,0,100,83,"7","8",17,0,47,7,0,0,6,51,1,3,0,50
"8488","Bad",71,229,4,89,47,1,1,92,3,"0","2",21,3,25,24,0,0,24,88,10,4,1,63
"8489","Good",68,222,2,93,32,0,0,97,16,"6","6",37,1,35,0,2,2,62,-8,5,1,2,60
"8490","Bad",71,392,34,126,16,1,0,84,9,"3","5",19,0,79,-8,0,0,19,70,1,2,0,60
"8491","Bad",69,147,2,50,26,1,0,93,10,"4","5",28,3,36,0,0,0,6,86,3,2,1,36
"8492","Bad",61,190,7,118,34,0,0,82,22,"5","6",34,1,50,19,0,0,97,78,6,4,4,100
"8493","Bad",71,293,5,74,22,1,1,91,5,"4","2",23,2,13,24,1,1,18,94,6,2,0,47
"8494","Bad",77,189,15,81,19,0,0,95,-8,"6","6",19,0,11,2,1,1,36,-8,3,1,1,40
"8495","Bad",68,142,5,54,26,0,0,100,83,"7","8",27,2,26,0,3,3,70,68,5,3,3,80
"8496","Good",72,290,12,119,45,0,0,100,83,"7","8",22,0,28,11,0,0,37,44,12,5,1,78
"8497","Good",84,166,20,65,24,0,0,100,83,"7","8",24,0,42,19,0,0,2,52,2,6,0,62
"8498","Bad",59,295,12,113,18,0,0,56,2,"4","6",43,0,17,24,0,0,58,19,7,2,3,75
"8499","Bad",80,118,13,74,11,0,0,100,83,"7","8",11,0,73,-8,0,0,25,84,1,2,0,75
"8500","Bad",83,104,15,54,22,0,0,100,83,"7","8",22,0,45,0,0,0,57,52,2,3,0,56
"8501","Good",74,158,2,58,36,1,1,97,-8,"6","6",40,5,45,0,0,0,0,92,1,3,-8,57
"8502","Bad",57,269,11,74,29,1,0,70,4,"3","5",30,2,40,0,2,2,41,43,6,5,1,58
"8503","Good",72,271,3,58,39,1,0,98,8,"4","5",43,2,40,0,6,6,12,92,4,3,0,64
"8504","Good",86,-8,7,145,12,0,0,100,83,"7","8",0,2,25,7,0,0,11,35,4,2,0,67
"8505","Bad",73,176,15,47,14,0,0,100,83,"7","8",14,0,7,24,0,0,62,-8,7,-8,4,100
"8506","Bad",85,231,4,77,14,1,0,93,67,"6","5",15,1,20,0,0,0,0,59,1,1,0,38
"8507","Bad",84,220,4,79,24,0,0,100,83,"7","8",24,1,50,0,0,0,36,84,4,4,0,80
"8508","Good",60,51,9,26,13,0,0,100,83,"7","8",13,1,15,0,3,3,66,4,7,2,1,91
"8509","Bad",61,115,13,70,16,3,1,74,9,"2","4",19,0,21,0,3,3,10,2,3,2,0,56
"8510","Good",72,254,24,106,23,1,0,92,14,"6","5",15,0,42,0,7,7,45,15,2,4,0,60
"8511","Good",76,143,11,84,18,0,0,94,12,"6","6",8,2,39,10,0,0,11,64,2,2,0,57
"8512","Good",74,-8,3,92,26,0,0,100,83,"7","8",28,3,32,24,2,2,52,60,8,4,4,75
"8513","Good",67,232,11,91,28,0,0,96,40,"6","6",28,1,21,0,4,4,39,90,7,3,3,67
"8514","Good",88,384,33,224,11,0,0,100,83,"7","8",11,0,9,0,0,0,15,-8,5,-8,0,56
"8515","Good",88,227,5,91,13,0,0,100,83,"7","8",13,1,15,4,1,1,1,-8,1,-8,0,25
"8516","Bad",55,18,1,8,4,0,0,100,83,"7","8",5,4,40,0,4,4,93,89,3,2,-8,100
"8517","Bad",52,216,3,63,17,1,1,88,2,"4","6",17,4,29,1,4,4,78,-8,6,1,4,70
"8518","Good",84,152,6,61,18,0,0,100,83,"7","8",5,2,56,24,0,0,3,-8,2,4,0,86
"8519","Bad",60,97,14,76,18,0,0,78,2,"4","6",7,0,33,-8,0,0,97,10,2,2,2,100
"8520","Good",84,199,23,100,17,0,0,100,83,"7","8",17,0,18,-8,0,0,37,19,2,2,0,50
"8521","Good",73,134,3,55,26,0,0,100,83,"7","8",26,5,35,6,1,0,64,33,4,2,2,64
"8522","Good",89,317,48,155,9,0,0,100,83,"7","8",10,0,20,0,0,0,6,-8,4,-8,0,80
"8523","Good",71,291,8,97,21,0,0,100,83,"7","8",21,1,52,0,1,1,87,70,5,3,1,100
"8524","Bad",77,81,2,49,17,0,0,100,83,"7","8",13,2,39,0,3,3,43,81,2,4,1,86
"8525","Good",65,137,6,76,22,6,2,73,12,"6","4",30,1,60,1,2,2,45,55,3,4,0,100
"8526","Bad",63,84,2,65,25,0,0,96,0,"4","6",7,2,50,24,2,2,46,98,3,1,2,50
"8527","Good",84,264,11,102,26,0,0,96,83,"5","7",27,1,33,1,1,1,21,57,7,3,0,100
"8528","Good",86,208,3,96,38,0,0,100,83,"7","8",38,2,8,-8,0,0,0,-8,1,1,0,13
"8529","Bad",74,99,8,51,16,0,0,100,83,"7","8",16,1,56,0,0,0,15,-8,5,3,1,89
"8530","Good",62,118,2,80,22,0,0,75,2,"4","6",24,1,38,4,2,2,18,55,5,4,0,71
"8531","Bad",65,176,3,101,34,0,0,92,14,"5","6",36,1,28,0,3,3,87,0,9,3,6,92
"8532","Good",81,223,6,83,63,0,0,100,83,"7","8",63,3,16,0,1,0,15,89,2,3,1,40
"8533","Bad",68,223,11,86,20,0,0,91,41,"6","6",22,1,50,1,3,3,83,37,3,8,2,79
"8534","Good",67,296,1,68,20,0,0,100,83,"7","8",22,5,27,0,7,7,64,-8,7,1,2,80
"8535","Good",84,169,14,81,20,0,0,100,83,"7","8",20,0,35,24,1,1,17,-8,1,4,0,56
"8536","Bad",92,137,26,89,19,0,0,100,83,"7","8",15,0,58,7,0,0,1,0,1,5,0,78
"8537","Bad",67,248,9,45,30,1,0,94,28,"6","5",28,2,16,24,0,0,40,77,6,4,1,45
"8538","Bad",84,158,6,83,5,0,0,100,83,"7","8",5,2,20,0,0,0,41,-8,1,1,0,67
"8539","Bad",65,77,13,52,11,3,3,83,44,"6","4",14,0,58,0,0,0,71,-8,2,1,2,60
"8540","Bad",58,182,1,73,22,1,1,79,2,"4","6",24,1,29,1,5,5,0,-8,1,2,0,30
"8541","Good",72,242,6,68,15,0,0,87,5,"4","6",16,1,73,7,0,0,0,8,0,2,0,50
"8542","Bad",68,42,1,20,13,0,0,100,83,"7","8",16,6,31,0,8,8,39,89,2,4,0,54
"8543","Good",60,190,3,79,22,1,1,88,38,"0","6",24,4,38,5,2,2,59,54,6,3,3,100
"8544","Good",86,219,33,99,19,0,0,100,83,"7","8",21,0,52,-8,0,0,0,-8,1,1,0,33
"8545","Bad",71,74,3,30,14,1,0,76,23,"6","5",17,4,53,0,0,0,13,94,3,5,0,80
"8546","Good",75,258,1,67,30,1,1,97,31,"6","4",33,3,36,1,4,4,10,-8,1,1,0,18
"8547","Bad",75,209,1,59,27,0,0,100,83,"7","8",28,4,29,0,3,3,21,71,5,3,1,89
"8548","Good",90,243,4,103,19,0,0,100,83,"7","8",20,3,30,24,1,0,4,85,2,2,0,29
"8549","Bad",64,230,5,68,32,0,0,100,83,"7","8",32,3,38,0,2,2,75,87,9,4,4,76
"8550","Bad",69,77,8,45,28,0,0,100,83,"7","8",29,3,38,0,0,0,39,72,4,5,0,75
"8551","Bad",67,117,3,47,13,1,0,86,17,"6","5",14,3,36,0,2,2,29,-8,3,1,0,67
"8552","Bad",90,121,25,87,8,0,0,100,83,"7","8",8,0,13,0,1,1,8,-8,2,1,0,43
"8553","Bad",72,5,3,46,10,1,0,91,28,"6","5",1,2,36,1,2,2,68,-8,1,1,1,50
"8554","Good",74,157,9,43,19,0,0,100,83,"5","7",2,2,25,24,0,0,36,62,5,3,0,67
"8555","Bad",73,288,3,131,23,6,4,89,21,"6","5",27,2,48,0,4,4,24,48,8,3,2,92
"8556","Bad",63,282,4,71,29,2,2,88,1,"4","2",32,4,69,0,1,1,4,81,5,4,0,82
"8557","Good",85,241,7,120,36,0,0,100,83,"7","8",36,1,39,2,1,1,1,20,3,4,0,50
"8558","Bad",61,190,4,61,44,0,0,89,10,"4","6",45,2,14,24,0,0,28,73,8,4,1,55
"8559","Good",69,141,6,55,14,0,0,100,83,"7","8",14,2,14,1,1,1,58,38,2,1,1,43
"8560","Good",73,219,4,88,23,0,0,100,83,"7","8",24,3,46,0,1,1,45,88,6,2,1,89
"8561","Bad",64,60,3,29,4,1,1,100,83,"7","8",5,1,50,0,3,3,76,100,2,2,-8,100
"8562","Good",75,128,2,82,26,0,0,96,18,"6","6",30,2,57,1,2,2,16,41,1,8,1,69
"8563","Bad",68,105,11,58,13,0,0,57,5,"4","6",14,1,86,0,0,0,60,58,2,2,0,100
"8564","Bad",79,102,5,34,14,0,0,100,83,"7","8",14,3,43,0,2,2,0,0,0,2,-8,50
"8565","Bad",70,457,3,112,10,1,1,90,73,"6","6",10,4,40,0,3,3,83,92,1,3,1,100
"8566","Bad",59,145,2,52,12,2,2,79,15,"6","2",14,3,36,0,5,5,42,88,5,3,1,82
"8567","Bad",71,117,4,37,13,0,0,100,83,"7","8",13,3,100,2,1,1,-8,72,-8,5,-8,100
"8568","Good",82,190,2,52,25,0,0,100,83,"7","8",26,4,23,5,0,0,11,50,6,3,0,47
"8569","Bad",76,315,13,117,35,0,0,97,40,"6","6",35,0,17,0,1,1,15,57,10,5,2,53
"8570","Bad",84,85,4,42,5,0,0,100,83,"7","8",5,1,40,0,0,0,0,-8,0,2,0,50
"8571","Bad",86,119,9,66,13,0,0,100,83,"7","8",13,2,62,0,0,0,9,89,1,3,0,57
"8572","Bad",55,80,17,56,4,5,2,56,31,"6","2",9,0,33,0,10,9,0,71,0,1,-8,33
"8573","Bad",62,275,6,99,21,1,1,91,12,"6","6",22,1,55,15,0,0,87,71,6,5,5,92
"8574","Bad",59,94,4,33,31,0,0,94,11,"4","6",31,3,29,24,0,0,48,96,10,3,0,76
"8575","Bad",64,331,6,93,30,0,0,83,1,"4","6",32,2,23,24,5,5,3,89,3,3,1,40
"8576","Good",61,204,13,70,34,0,0,94,4,"4","6",34,0,26,0,0,0,75,81,7,5,2,86
"8577","Good",72,158,6,81,11,0,0,80,2,"4","6",15,3,7,11,0,0,11,-8,3,1,0,44
"8578","Good",86,94,9,90,23,0,0,100,83,"7","8",7,2,16,14,0,0,14,92,2,1,1,38
"8579","Bad",57,158,2,121,22,0,0,91,2,"4","6",8,1,39,0,8,8,61,53,7,3,4,86
"8580","Bad",70,56,8,26,8,0,0,88,11,"4","6",8,1,38,0,1,1,3,82,1,3,0,100
"8581","Good",56,41,10,19,8,0,0,88,8,"4","6",8,4,50,0,2,2,73,79,2,2,1,80
"8582","Good",72,226,6,127,42,0,0,95,21,"6","6",43,2,40,24,1,1,38,47,10,2,1,71
"8583","Bad",66,502,4,145,34,0,0,97,36,"6","6",37,4,27,4,3,3,80,53,17,3,12,83
"8584","Good",62,247,11,93,29,2,2,90,37,"0","6",29,1,24,16,0,0,67,-8,11,1,3,100
"8585","Good",82,153,5,85,12,0,0,87,64,"6","6",15,2,67,-8,0,0,1,73,1,5,0,86
"8586","Bad",66,183,4,64,19,4,3,82,18,"6","2",22,2,50,0,0,0,85,85,4,7,1,92
"8587","Bad",73,246,7,105,22,0,0,91,13,"6","6",23,1,32,24,0,0,19,-8,4,1,0,38
"8588","Bad",59,114,11,47,20,0,0,86,3,"4","6",22,1,55,0,1,0,69,91,4,5,1,90
"8589","Good",68,273,8,105,44,3,1,86,11,"0","2",25,2,20,1,1,1,5,77,9,4,0,68
"8590","Bad",65,15,2,8,8,0,0,100,83,"7","8",10,7,20,0,3,3,31,100,5,2,0,70
"8591","Bad",82,69,21,41,10,0,0,100,83,"7","8",10,0,10,0,1,1,13,-8,1,1,0,67
"8592","Bad",88,367,25,170,26,0,0,100,83,"7","8",26,0,19,0,0,0,1,39,1,1,0,25
"8593","Good",60,160,3,48,16,0,0,81,5,"4","6",16,4,31,4,2,2,65,74,2,3,1,63
"8594","Good",70,214,3,93,30,0,0,84,10,"4","6",32,3,19,24,0,0,15,-8,9,1,0,61
"8595","Bad",79,196,13,80,25,0,0,100,83,"7","8",26,0,38,0,2,2,25,93,4,2,1,60
"8596","Good",71,82,1,87,20,0,0,100,83,"7","8",3,3,33,1,2,2,64,100,4,2,3,60
"8597","Good",87,236,7,79,44,0,0,100,83,"7","8",44,3,18,8,0,0,2,71,3,3,0,40
"8598","Bad",66,214,3,125,10,1,1,54,11,"4","2",13,2,23,4,2,2,14,-8,3,1,0,67
"8599","Bad",67,85,2,40,23,1,1,100,83,"6","8",24,3,83,24,2,1,82,79,1,9,1,92
"8600","Good",80,104,10,93,36,0,0,97,36,"6","6",6,1,23,8,0,0,18,-8,3,3,0,46
"8601","Bad",68,75,2,30,27,0,0,100,83,"7","8",37,6,17,5,0,0,30,65,13,4,0,67
"8602","Bad",65,141,3,59,44,0,0,95,54,"5","6",44,5,50,0,4,4,51,67,5,2,3,64
"8603","Bad",63,234,25,159,8,2,1,43,23,"6","2",14,0,14,0,0,0,33,-8,1,-8,1,33
"8604","Bad",68,263,4,95,32,1,1,94,18,"6","3",45,5,14,1,1,1,36,-8,7,3,4,63
"8605","Bad",72,141,1,66,10,0,0,83,15,"6","6",12,2,25,0,1,1,49,94,2,1,1,33
"8606","Bad",62,155,3,70,21,2,0,74,9,"4","2",23,2,57,0,5,5,75,93,1,3,1,100
"8607","Bad",65,118,2,49,24,0,0,96,-8,"6","6",25,6,40,0,2,2,28,84,4,4,1,62
"8608","Good",89,299,6,123,25,0,0,100,83,"7","8",25,3,16,0,0,0,5,-8,5,1,0,46
"8609","Good",80,163,1,65,27,0,0,97,41,"6","6",29,1,45,11,0,0,23,-8,5,1,0,67
"8610","Good",69,200,2,73,20,2,1,92,4,"3","5",24,2,38,0,5,5,2,-8,6,1,0,64
"8611","Good",62,391,7,131,28,3,1,87,2,"3","2",31,1,16,9,0,0,4,-8,4,1,0,54
"8612","Bad",70,278,11,87,16,1,0,94,12,"6","5",31,1,18,24,1,1,74,66,7,3,3,100
"8613","Bad",58,157,10,50,5,0,0,80,5,"4","6",5,3,60,0,1,0,-8,83,0,3,-8,75
"8614","Bad",50,206,0,91,44,1,0,86,1,"3","5",49,1,35,-8,0,0,43,12,16,2,2,78
"8615","Bad",63,88,7,56,5,2,2,83,53,"6","2",6,1,50,0,2,2,97,-8,2,1,1,75
"8616","Good",81,144,5,61,18,0,0,100,83,"7","8",20,4,25,0,1,0,42,-8,3,-8,0,60
"8617","Bad",56,66,2,25,13,2,2,93,52,"6","4",16,6,40,0,2,2,80,95,8,5,2,100
"8618","Good",84,110,30,67,12,0,0,100,83,"7","8",13,0,23,0,1,1,4,74,2,2,0,80
"8619","Bad",81,368,11,120,9,1,0,90,67,"6","5",10,1,10,1,2,1,31,-8,5,-8,0,83
"8620","Bad",84,106,11,64,22,0,0,100,83,"7","8",23,1,26,0,1,1,0,-8,0,-8,0,0
"8621","Bad",56,255,4,101,27,0,0,76,1,"4","6",29,2,45,0,2,2,78,45,7,2,4,75
"8622","Bad",73,246,1,79,26,0,0,100,83,"7","8",29,6,26,0,1,1,50,-8,4,2,4,50
"8623","Good",82,238,6,95,52,0,0,94,13,"6","6",53,2,49,0,0,0,0,69,2,3,0,38
"8624","Bad",56,75,17,50,20,1,0,90,31,"6","5",21,0,14,0,6,6,59,-8,8,-8,4,71
"8625","Bad",64,90,3,44,31,0,0,100,83,"7","8",34,1,38,6,1,1,50,87,9,4,5,93
"8626","Bad",66,193,6,68,23,0,0,88,5,"4","6",24,1,21,4,1,1,3,72,4,3,0,50
"8627","Bad",61,170,7,83,26,7,0,80,58,"6","5",35,1,37,0,0,0,90,70,5,9,5,94
"8628","Good",76,279,7,119,43,0,0,100,83,"7","8",50,5,18,0,0,0,38,97,8,3,4,55
"8629","Bad",59,220,87,132,10,5,2,59,3,"4","2",17,0,41,22,0,0,0,-8,0,1,-8,33
"8630","Good",63,99,2,44,45,0,0,98,83,"5","7",48,6,48,24,2,2,91,92,7,10,3,94
"8631","Good",61,122,3,53,39,0,0,95,1,"4","6",43,4,65,0,3,3,53,82,5,7,1,81
"8632","Good",75,121,3,52,21,0,0,100,83,"7","8",8,4,19,22,0,0,34,85,5,4,1,75
"8633","Good",83,203,6,86,17,0,0,100,83,"7","8",17,2,47,0,0,0,12,70,2,3,1,63
"8634","Bad",73,311,7,77,13,0,0,100,83,"7","8",13,2,46,0,0,0,69,93,5,2,2,88
"8635","Bad",60,59,3,31,14,0,0,93,-8,"6","6",14,4,36,0,5,4,57,48,8,4,1,100
"8636","Good",72,141,6,73,22,0,0,100,83,"7","8",22,2,18,4,1,1,59,-8,7,1,1,67
"8637","Bad",67,209,2,96,16,3,2,86,23,"6","3",22,4,50,1,4,4,42,89,2,2,1,67
"8638","Good",86,271,10,113,26,0,0,100,83,"7","8",32,2,27,24,1,0,13,50,2,3,0,33
"8639","Bad",80,262,0,72,22,0,0,100,83,"7","8",24,1,17,0,1,1,20,74,5,1,2,38
"8640","Bad",57,41,12,29,7,0,0,57,12,"6","6",7,0,43,0,0,0,93,62,3,2,1,83
"8641","Good",73,227,9,94,31,1,1,100,83,"6","8",31,1,19,1,5,5,3,-8,6,2,1,57
"8642","Good",70,191,6,65,12,2,1,73,26,"6","4",16,2,40,0,0,0,7,-8,2,-8,0,67
"8643","Bad",81,101,20,41,12,0,0,100,83,"7","8",12,0,42,0,2,2,6,-8,1,4,0,83
"8644","Bad",66,159,2,82,15,1,1,82,24,"6","4",22,1,50,24,3,3,107,-8,2,1,1,100
"8645","Bad",91,291,7,88,26,0,0,100,83,"7","8",26,2,35,7,0,0,0,-8,3,-8,0,23
"8646","Good",83,106,3,62,28,0,0,100,83,"7","8",28,5,11,24,4,4,17,-8,2,1,0,60
"8647","Good",81,167,8,77,19,0,0,95,21,"6","6",20,1,30,0,1,1,11,-8,1,1,0,40
"8648","Bad",55,152,66,113,13,7,6,65,4,"0","2",23,0,22,0,1,1,56,-8,2,1,2,57
"8649","Bad",87,115,11,59,9,0,0,100,83,"7","8",9,2,78,24,1,1,0,-8,0,2,0,50
"8650","Good",81,88,17,43,9,0,0,100,83,"7","8",9,0,67,-8,0,0,20,74,1,3,0,67
"8651","Bad",63,159,5,68,39,1,0,98,17,"6","5",41,1,38,24,0,0,73,89,6,5,2,85
"8652","Good",92,288,7,102,16,0,0,100,83,"7","8",16,1,6,-8,1,0,1,-8,2,-8,0,29
